,sentence,label
2092,沒出過社會?剪下貼沒指印不給過真的越來越噁漱喂部？,Non-offensive
2093,不是啊,Non-offensive
2094,反串失辭之前先任命副市長給阿北蔡適應確定論文抄寫，怎麼他都還沒宣誓就職,Non-offensive
2095,太恐怖了苗粉素質苗議員小心被他綁起來八卦版難道是第一天性羞辱自己人輕輕放下,Non-offensive
2096,你神操作啊!,Non-offensive
2097,關ig(暖男追蹤哇上班帶風向攻擊議員,Non-offensive
2098,你敢嘴自己的作業自己做沒錯...好懷念三級警戒自己還不是紅燈右轉比爛的很多,Non-offensive
2099,沒有邏輯的沒要選就可以亂來沒要選，可以撈，謝謝@dharma123,Non-offensive
2100,長廷放外蔡總統真的不下令逮捕賴清求賴神心理陰影面積,Non-offensive
2101,COC在八卦版是讓人覺得反胃的綠衛兵綠共就是抓這種學渣學店仔顯然你不知道文革是怎樣…黑暗騎士黎明升起有演！被綠色共產黨有啥好懷疑的垃圾媒體都可以隨便造謠沒阿通師也是安全下庄了綠衛兵會來噓真的滿扯的，那掛的有個台有趣的是這現象越來越嚴重綠共你以為是喊假的？你這篇說人文革不就一樣水聽黨話跟黨走，紅共綠共一塔綠班很多快刪文,Non-offensive
2102,你搞實名一開始就是智障....不要低估台灣人的貪心巴西也缺快篩跟疫苗但沒人到底市面上那些快篩都跑哪得你老母不爽就滾去歐美日澳,Non-offensive
2103,怎麼不早點想綠白仔選輸團抱取暖開酸反觀母豬開一堆部會養狗市長好像是李四川？工務跟都發如果換掉,Non-offensive
2104,抗從來沒聽過這個東西...詐騙黨一條龍哪有互毆,Non-offensive
2105,酒駕不修,Offensive
2106,既然大家都中國人就不用分你們自己罵同黨賴清德傾中喔喔~你不矛盾都是別人矛鄭運鵬支持高虹安？笑死，一隻手指指別人，四別人只是用你的標準來審視笑死,Non-offensive
2107,把第一詐真男人，看得出垃圾柯黨就堅哥不喜歡NTR嗎車手譬喻很強欸終究還是塔綠班不要什麼亂七八糟的東西都王世堅就真的討厭柯文哲柯XDDDD.,Non-offensive
2108,有啥好毫無反應,Non-offensive
2109,蓋六年還沒蓋好,Non-offensive
2110,翻怎麼側翼水準都在比低的？雙標仔不意外阿終於有記者報導惹,Offensive
2111,變色鵬運鵬委屈了真,Non-offensive
2112,哪個國家領導人不對我怎麼想到了普丁心機好重喔太清醒了,Non-offensive
2113,給比例但不知道您今天兒,Non-offensive
2114,新的刑法10媒體版面新聞聲量又被搶走會怕就好,Non-offensive
2115,可憐連高雄都能一度選輸的民進可憐賴神we,Non-offensive
2116,如果是農,Non-offensive
2117,民間想要bnt疫苗老藍男跟塔綠班犯了同樣錯美國爸爸說了算KMT回去各種帶風向兩岸和平就有主馬8年兩岸和平不好嗎現在國民黨和平促統不會抗中啊馬英九那八年,Non-offensive
2118,日德國有V2彈道飛彈,Non-offensive
2119,不然大家媽的,Non-offensive
2120,別人的都要不必去查注意!動起來真可怕,Non-offensive
2121,=w你各位中共同路人切勿以訛所以槍砲彈藥管制條例什麼你館長再問就是查無不法了還在相信党的就是白癡阿,Non-offensive
2122,比死忠,Offensive
2123,陽光先生不錯陳竹昇,Non-offensive
2124,滾先把你的英系下架再說責任來你們就扛EE真屌黨務關你他媽總統府發言人輸不是我的事,Non-offensive
2125,以前很愛在就自以為是的滯台支那M了,Offensive
2126,光頭,Offensive
2127,這邊的神你敢嘴？台獨教父,Non-offensive
2128,所以蔡其可是你現在遇到的問題不是XDDDDDDDDDDD人家是針對缺錢的,Non-offensive
2129,政治蔣狂噴現任,Non-offensive
2130,塔綠以前中夭撤照前最愛檢討國柯幾年前就說過反綠媒也反館長是蠢，國昌是幼稚。第下架民進黨Ddp真的腐化太快,Non-offensive
2131,每天都崩潰昨天說沒人跟去新竹,Non-offensive
2132,相信民進黨的,Non-offensive
2133,取暖聯盟中共同路聯盟中國台灣市長沒毛病哪個是中共同路人1.三鄭都是中国人,Non-offensive
2134,跨年在家睡覺才選總統的人給妳舞台不好嗎演都不肯演還想學人選20安寶粉氣氣氣跨年在家讀書...嘲笑論笑死選前罵無心事政停滯，亞斯超討厭社交,Non-offensive
2135,但學歷馬爛歸爛，但蔡更無能，講真職業學生最爛台北市長你要說馬爛，其實也不知道哈佛博士,Non-offensive
2136,而且會大喇喇說出什只推33黃珊珊加油，藍綠都已經幫確實是阿希望33會上可惜我不是台黃珊珊加油!!我相信妳可33再不好，能力也是屌打新北仔表示羨慕=,Non-offensive
2137,你前面那些還有國發所陳教授跟國安局510有因為2018大敗啊斷交八國,Non-offensive
2138,快可不可以真的關心一下“國會喝酒會講幹話會擋疫苗,Non-offensive
2139,地球最是這樣沒錯,Non-offensive
2140,沒關係????,Non-offensive
2141,居然還有這種東西,Non-offensive
2142,科興戰士好兇喔,Non-offensive
2143,就是早就說過DPP只是包著抗5樓太好笑了，舔共不分藍國民黨又沒喊抗中保台抓到了,Non-offensive
2144,下選綠就實現黑金願望,Offensive
2145,又要被打中共同路人,Non-offensive
2146,日本就準備打得贏啊,Non-offensive
2147,我的時代終於來臨！賴清德比蔡英文還爛87倍沒你的事,Non-offensive
2148,說謊鐘還是去吃@aaa1124078,Non-offensive
2149,哈哈哈反觀馬英九...不要亂貼！裡面有的政績都幹,Non-offensive
2150,目反觀某菜反觀EE小粉綠又在裝馬迷反打蔡EE原來還有深綠馬粉？馬：不重要,Non-offensive
2151,=騙障礙人士70這世界垃圾人真多高雄太暖了吧大家學著點,Non-offensive
2152,民主進步,Non-offensive
2153,演成被拱出來如果是這兩個,Non-offensive
2154,dpp的再生哈佛>>>>>>>倫敦沒做事真的比做爛事好其實八卦版男神只會跪舔的傢伙他只是沒有阿扁那麼猛,Non-offensive
2155,都不能打到哪了？老柯+dpp在新竹到底有若連在野黨都這樣,Non-offensive
2156,上傳的論文可以低能兒又信了,Non-offensive
2157,靠藍綠生存的太多了,Offensive
2158,草包等著看完美示範說了等於沒說笑死,Non-offensive
2159,我們蔡英文是腦子有問題嗎神隱阿婆：誰理你們,Non-offensive
2160,台灣可撥笑死,Non-offensive
2161,你才知道，跟我依樣支持習問題是就是這種個性反而容我也支持。讚讚讚白癡當越久越好敗光前會不會拉著台灣一起太平洋沒加蓋14E人口,Non-offensive
2162,這是我想對EE說的之前什麼低能泡泡惠恕仁之前不是對台灣非常賴副你累了嗎中共同路人不意外侯市長根本躺著選政客的承諾跟屎一樣=,Non-offensive
2163,支持蘇光頭出來送頭要是光頭當選,Non-offensive
2164,還有人賣房子挺結果通篇腦補?天天用推文造謠，網軍大隊羅就館長說的那位不是可憐,Non-offensive
2165,高端靠當然又來啊,Offensive
2166,呵呵公平啊！,Non-offensive
2167,看看縣市長投票就都能下令拿掉初選,Non-offensive
2168,還要德國出隆美爾義大利地點不好二戰科技樹跟法國一樣都點瘦死的駱駝比馬大,Non-offensive
2169,哈哈哈賺點工本費、人事費錯了嗎奇怪,Non-offensive
2170,都有問題好本來就是,Non-offensive
2171,是這種腦袋錯亂,Non-offensive
2172,分化,Non-offensive
2173,幹一堆爛事某蔡會運動嗎？好像沒看過話說如果現在id照原PO這麼捨不得換ID...笑死,Offensive
2174,真的很噁心開會業務沒弄好，被罵剛好什麼都能扯到認知作戰笑死塔綠班議員棒棒!跟綠苗認真就錯了，就是個笑死也沒用，她應該還是很苗博雅搞文革,Non-offensive
2175,y黑道滾出台北市讚喔笑死,Non-offensive
2176,你不出來塔綠斑好像還沒針對昨天直執政黨也來辦阿治安大遊行國昌有證據應該是，17000/10民眾現在都會怕參加後變阿吱吱還在擬稿啦..昨天黃三公分大軍遊行民進黨應該要出來辦下嫁黑1.7萬人XD黨最會兩招，問A答B和冷4樓有可能喔！辦個同名字支持換人做,Non-offensive
2177,下什麼台?皇帝不會有下台的一天,Non-offensive
2178,千看到堅持清零絕不動搖就放千古一帝,Non-offensive
2179,才被人記仇啦廣升科大先噓，還有廣設大689快寫水母的政績來瞧蛆蛆低潮了689好辛苦喔不要再打臉了,Non-offensive
2180,肉體都人家只愛江山不愛美人啊你怎麼知道他只有一個煙霧彈,Non-offensive
2181,還不找工蟑螂怎又崩潰了？義勇軍真的很賣命為畜生柯說作秀的,Non-offensive
2182,時中市長霸氣市長！沒答案當然一直問阿,Non-offensive
2183,再給這是對死忠的喊話，非同路現在剩不到200萬投給民進黨就是投給天道盟誰要投垃圾黨這樣啊,Non-offensive
2184,你現在已經是詐兩個人趕快結婚堂堂幹部怎麼可能去當車手想當首腦塔綠斑白粉：你才詐騙集團XDD,Non-offensive
2185,中心理念差太多不回去救時力都快倒了黃如果想要有所作為需要有民眾黨真的缺黃國昌幫柯文塔綠班很怕喔XD黃33可以往立委衝了每天直播辯論吵架柯文哲，你是要選總統還是時力基本沒救~第三勢力還黃國昌適合法務部長這兩人合不來吧,Non-offensive
2186,死騙神仔笑死，果然不下臺，才能繼該滾就滾垃圾雙標党，自己党內人士不必去查不必去查？你該下台怎麼不下泰！垃圾可見敗選,Non-offensive
2187,我蔡EE滾去吃法餐就好譯,Non-offensive
2188,某個黨還可以高升酒駕喔，活該啦拿錯黨證的下場反觀民進黨，裝死一流XD幹,Non-offensive
2189,爛議員都說協商過後了啊,Offensive
2190,=,Non-offensive
2191,"核酸相關的去認乾爹比較快吧中華兒女軍火概念股吧空新台幣旺中集團殯葬業吧下面硬得像木頭無罪可望拍第六季了不可能,跟隨扈搞在一起絕第一集就被消失了他殺人還當初想到Underwoo第一集就謝謝收看了吧被自己媽媽舉報也太慘了",Non-offensive
2192,光頭還在談話94讀稿辭了y永遠在看稿...=還是下台吧,Non-offensive
2193,太早放棄了吧醒醒,Non-offensive
2194,反正他知道這次是選立委，而不遷建前，,Non-offensive
2195,不關小英的事蔡英文沒有被架空，他就是蔡英文會被架空喔笑死開始為下台鋪路呦？沒用啦,Non-offensive
2196,打倒綠色怪看看是哪些垃圾在關說阻拆出生草莽忘記預算被議員砍光了嗎對所以每天不要發廢文也不用這樣啦,Non-offensive
2197,加油爽啦,Non-offensive
2198,民進黨是不糖衣毒藥啊，貿易依存度啊自由貿易已死，蠢台灣人趕貿易本來應該該對等公平,Non-offensive
2199,真的是沒有比較沒有傷同為689，現在一樣對馬尾隨……你484喜翻人家馬九二共識但沒做出危害台蔡真的是爛到底,Non-offensive
2200,哈哈哈哈哈幫通體加勇綠慶祝囉,Non-offensive
2201,開闊平只有正面能扛吧，現代戰車吃油的怪獸,Non-offensive
2202,放個西現在50歲以上的全部結束拜託一下，千禧年生的小孩因為死忠的還有這麼多一堆意識形態的垃圾只看顏事實證明，給藍的當總比給這還需要思考，不會用go這就表示，選民思考邏輯沒答案就是國民黨更死忠跟老兵無關,Non-offensive
2203,還有柯P如果對市民好,Non-offensive
2204,打烏克蘭打成這樣,Non-offensive
2205,實事以後台北警局可以繼續跟藍再忍一下啦,Non-offensive
2206,我只問各位一句話：蘇的話光頭，不要拿生命開玩笑所以....這樣幾期啊？那14位專家名字列出來啊笑死誰相信幹你媽的報告呢?,Non-offensive
2207,笑死,Offensive
2208,鹿港龍山寺是一級古蹟,Non-offensive
2209,趕快跟新的中共同路人大勝利了英系（X）黑系（O）完了中共同路人要當上黨主我們沒有卡BNT無銀三百兩...那大家知道了吧？風向系不卡選黨主席,Non-offensive
2210,xddddd聽君一席話,Non-offensive
2211,綠共有打回去我都叫她讀稿機啦,Non-offensive
2212,"炒房垃圾無法黨,真有臉問躺平是趨勢",Offensive
2213,要像蔡ee當年上街頭罵馬的鄉民說馬馬跟蔡一樣都是廢物港媒還真的是台灣總白癡化會喊用愛發電的應該可以領灣灣面對問題的特色就是,Non-offensive
2214,文學院也不少智障這些人不是蠢是壞會考試就能上,Offensive
2215,一起喵喵喵不跳船就等於否定自己的學那你前幾週還在護航林智堅支持小智的，論文都值得被鬥倒前面的,Non-offensive
2216,才搖這一點就變這樣那個是隔間裝潢吧,Non-offensive
2217,一堆遊行費用,Non-offensive
2218,開葷認真做事的人，認真為民！笑死,Non-offensive
2219,民郭的新海軍莫文蔚,Non-offensive
2220,難怪波蘭被討厭俄羅塔綠班笑而不語怕貪汙,Non-offensive
2221,絕對下架覺得,Non-offensive
2222,看戲吳董的話,Non-offensive
2223,震暈了當然怎他每次都可以救到人嘻嘻,Non-offensive
2224,笑死,Offensive
2225,好棒棒陳時中屍骨未寒啊膿包跟烙跑仔很好選吧窩不知道黑道小弟會當選?小看選北呵呵呵,Non-offensive
2226,女人滿街跑戰我們的父輩，這部很多屁股樓上那個希拉蕊的言論其實反映史實啊，拍古裝片古人那女人怎麼不搶著上戰場去噁心SJW樓上YT頻道已加黑名單戰爭死了就算了？好哦女人有艦娘啊歐美的真的噁心死了,Non-offensive
2227,壓著打的羅在摩鐵寫？一堆有小三的,Non-offensive
2228,"釣魚台搞不好還是出給台商可能品質太爛，只有對岸願產業不升級,缺乏競爭力,中國太好賣多爛都收",Non-offensive
2229,治安問題哈哈,Non-offensive
2230,所以你現在知道這個政二代公園景觀第一排,Non-offensive
2231,覺青看了新聞那些留言,Non-offensive
2232,厲害這水準還能當議員笑死噁心綠能你不能,Offensive
2233,蔡英文被架空????,Non-offensive
2234,阿中必上33,Non-offensive
2235,別失望，實在不想時鐘上而笑了,Non-offensive
2236,會被氣到爬很好啊我們就來看看買帳的蔣萬安以為自己是魯夫嗎背上刺個精忠報國看看會不現在是2022年陳時中自爆完要換蔣萬安了西元幾年了怎樣的政客還會蔣蔣蔣萬安,Non-offensive
2237,誤認TPP如果是民進黨會說被抹黑,Non-offensive
2238,笑死唉,Offensive
2239,又穩了哎由,Non-offensive
2240,他要翻譯要多少有漢字都唸的零零落落了不會換肩的辣男人懂蔡英文幹嘛？吃芒果乾嗎路邊地痞流氓會英文嗎？通肛寬衣你聽得懂英文嗎?????他中文都有問題了何況是英只會喊熱乾麵吧習近平就算是啞巴還是讓杜笑死,Non-offensive
2241,掰對啊有既定流程還能你農委沒有要選那出來幫什麼腔。不選就可以抄是吧不選的就不選就不能提喔？直接告阿,Non-offensive
2242,挖本來就這麼現實啊,Non-offensive
2243,四下令全黨挺抄襲仔,Non-offensive
2244,黨>憲法,Offensive
2245,廢文,Non-offensive
2246,好無聊,Non-offensive
2247,明明很這交通局長還要看第二波吧,Non-offensive
2248,左派後來自以為有梗，滾去水桶裡得票率全台第三人家創辦人有跑去北京水源看一下歷史很有趣喔!根本感覺普普偏爛欸新竹好像有恭喜學姐＝.＝,Non-offensive
2249,坐的比幫極權想這個幹嘛,Non-offensive
2250,時力在版上有很多死綠共獨裁下的犧牲品小綠路線很清楚不如跟民眾黨合併唯一支持黃國昌除了黃,Non-offensive
2251,我是要投民進黨,Non-offensive
2252,黃就不喜歡柯厚黨內有高虹安和黃國昌,Non-offensive
2253,嘻有夠苗粉笑死,Offensive
2254,今天換藍白的超時空邏輯綠化大革命政黑女神呢,Non-offensive
2255,現在來看,Non-offensive
2256,時代力量,Non-offensive
2257,如果有心,Non-offensive
2258,(,Non-offensive
2259,又是英系都忘了趙介又一個黑道母豬才剛辭主席,Non-offensive
2260,台北指考放榜馬上開始唸大一微蔣超爽，一上任有前朝省的延誤八年了,Non-offensive
2261,哈佛都不補習的被笑。抄襲的,Non-offensive
2262,演哪齣八成是韓藍教徒承認這麼難嗎,Non-offensive
2263,一堆沒才情的日本的國產車都超便宜,Non-offensive
2264,懷疑喔？台灣還會笑東南亞交通..別雞八話一堆了，看看檯面推你這文太精辟,Non-offensive
2265,是用送的啦未看先猜~不可能下台聯合報的話可以信,Non-offensive
2266,你不意思是說以後有災情就用A確實，這好笑，不然就塔綠推柯市長講實話，全面E化所以你以後就不要給我坐鎮光頭去那邊要發威的EE都虛擬化了八卦死忠柯粉比我網軍還可笑死，蘇光頭就是愛作秀柯文哲自己敗票，管好自己Ｅ化就不用坐鎮嗎,Non-offensive
2267,民進黨都這樣阿？膿膿被大哥巴頭囉小弟還敢大哥說話了XD,Non-offensive
2268,自己應垃圾光頭，你也只會大小聲綠能你不能選票讓他下台為什麼態度可以這麼囂張？他大聲不是問題,Non-offensive
2269,什麼領導人,Non-offensive
2270,要走誰留都快滾啦我就問，這齣戲還要演多久沒能力沒意願就別站著坑不用演了,Non-offensive
2271,米胡扯，老蔣清黨是勢在必行問你這六年過的好不好的是結果更慘，漲更兇還一直掏明明就2018韓導那一套一樓是不是忘記蔡英文可是共產黨真的打土豪分地過的不好，然後票投民進黨綠共雙標意外嗎？,Non-offensive
2272,你煩不煩完美復刻蘇院長今天人設比較沒耐心喔常常見阿中罕見動怒陳市民情緒管理也太差大官出巡了,Non-offensive
2273,6年後2016繼續給國民黨做大說個笑話，民進黨不會賣台笑死,Non-offensive
2274,"先看看自己好嗎？有史以來最無恥的…本板未開放自介到底再講三小八卦就是雙標版你執政黨,還用在野那一套全世界誰不知道垃圾民進黨民進黨民眾黨，打錯字了吧冥進党真的無恥到了極點罵雙標，你自己雙面勒陳局倫敦政經真的無下限的一個黨虹衛兵哈哈",Non-offensive
2275,想直接EE園區vs戰爭所以要投降？,Non-offensive
2276,這很民笑死，自己就是黑道還罵別民進黨執政,Non-offensive
2277,沒錢就是這樣一堆人落選就跑,Non-offensive
2278,加入不是因為蹭飯仔沒飯吃當然跑啦選不上就退，這種氣度沒上只是退選舉任務的群組也可風向先帶一下,Non-offensive
2279,這樣就能吸其他人去陳英華曾任民進黨嘉市黨部抄襲黨死忠的,Offensive
2280,佛地魔你看看你,Non-offensive
2281,那是通重點是高原本的形象就是專60萬兩年...媽呀會餓大家記得捐錢不要用薪水捐他要捐真的是關你什麼事情借殼拿標才是真正的國庫通黨庫通國庫,Non-offensive
2282,等台南沒人行道，路人都要走台中交通也爛到不行騎樓阻礙不能行的都是鄉下那個城,Non-offensive
2283,酸宗痛藍綠大勝利中央會卡柯P不卡你？中央：接受挑戰收割安安廢話，選前就有新聞說明年EE笑而不語党中央：呵呵把柯文哲當笨蛋了嗎哈哈，藍白喬一下好不？五大弊案回來了笑死，黨不給執照，你要怎那顆蛋是真的醜...作夢,Non-offensive
2284,"-""照1450跟9.2的邏輯看市長票跟上一屆差不多就台北市開始空轉8年聽說這是民眾黨第一高票蔣萬安送門票推廣藝文活動不愧是阿北嫡傳",Non-offensive
2285,可是當打手人家會完全在製造對立而已吧,Non-offensive
2286,原來是選是選總統吧，台北市長無權天啊,Non-offensive
2287,就是製造垃圾的一直都是啊...黑道治國啊，你忘了？垃圾公廟根本不配文化二字滿滿的票源,Non-offensive
2288,有這麼別再說檢察官是司法官了，要朝野協商？不是過半數了綠媒講的好像高虹安已經進柯建銘要沒收選舉囉~~~邪個洨，你他媽自己就三分以前立委被調查收押的時候笑死,Non-offensive
2289,K等一個人期待韓導跟克拉克一群無藥可救的老人正版韓國魚來囉韓導至少不會害死民眾，還蠻好笑的就是了...只要辣個男人辣個男人維ㄧ支持勝蚊台灣在等一個人又要幫民進黨助攻了昨天看報導韓國軍武展，韓侯本省身分終究無法在國黨党會感謝你們的拜託這個多跑台北,Non-offensive
2290,"xD喬王的世代價值等於幾個E哈哈哈，笑死不一定,說不定是餌,故意做虧心事的人心中有大鬼自阿北要確定耶",Non-offensive
2291,還敢講結論就是中介法要上了，別總統不得兼任黨主席~顆顆草包果然是草包這批人,Non-offensive
2292,這個也要打泣真的可憐下次再大概會爆出沒大聲問我不知道罰10塊都要當新10元,Non-offensive
2293,民進黨執政怎麼那麼章萬安平常是運動健將,Non-offensive
2294,ig,Non-offensive
2295,就是無利可圖敢不敢大聲罵？在台灣不是竹科潤去米國,Non-offensive
2296,早怎樣才算多？小錢而已,Non-offensive
2297,早就懷疑側翼都是假台阿共陰謀辣XD三小，說實話很難嗎資策會,Non-offensive
2298,廢物大敗該內閣總辭英系滾一滾繼續不給訪問,Offensive
2299,廢到劇情勾心鬥角也蠻寫實的,Offensive
2300,側翼能一般人不會在名片上印學歷這咖買手機還會被詐騙，賣所以不能寫中華大夜校，要她本來就不是「一般人」，就噁心雙標政客有笑有推這哪是迴力鏢，這橡皮筋吧哈哈哈哈這咖真的噁心至極人家北一女很屌耶很明顯就超在意自己的高學綠能你不能真的假的名片印高中學歷笑死這種都超會嘴學歷啦名片印高中學歷真的很哭秀爆XDDD痾意外嗎真的丟人現眼就雙標阿,Non-offensive
2301,都智障Cpi太假了不是智障，是比你有成就的都有817了體感溫度、體感經濟、體感股市萬八房價最高,Non-offensive
2302,呵呵法官硬要調你去就慘了怕.jpg聽說這人在坐牢耶可以站台不能出庭幹你娘根本裝病阿扁能出來敢調皮就是進去蹲喔,Non-offensive
2303,什麼鍋配什麼蓋隨機看了幾句,Non-offensive
2304,不怕有暖暖貓,Non-offensive
2305,LSE論文官網下載,Non-offensive
2306,她不是閉著眼看起來不會賄選的,Non-offensive
2307,我們懷念他又一個被幹掉了....挖幹你吸精瓶笑死聯合報很急哦聯合報少在那邊最好是錯拿，匪報又再洗錯拿,Non-offensive
2308,功夫中的功夫,Non-offensive
2309,很要確定欸，不要浪費了甘蔗不要亂玩食物,Non-offensive
2310,騙笑誒,Non-offensive
2311,鏡週刊,Non-offensive
2312,一直在喚醒回憶好煩就不要自導自演，叫來鬧場穿黑衣毫不避諱露出刺青群上禮拜國昌才踢爆蔡適應勾擁恒族現在又開始反黑了,Non-offensive
2313,還滾回新加坡不爽可以滾出台放他媽的屁,Non-offensive
2314,勝節姓田難道來自南投田伯光的基因真強襲胸一下,Non-offensive
2315,黨產會只會查現美援照民進黨邏輯是與美國你看看現在的國民黨就知道國民黨貪光了啊,Non-offensive
2316,原來你被自盡了沒？活該被永通垃圾廢文讓PTT蒙羞大谷：某個島國酸民酸我喔一樣是處男，大谷是天你是狗吠火車紐貓閃到八卦版耍廢了？谷七龍珠超光分鏡就讓人受不我覺得七龍珠比較能看超,Non-offensive
2317,還有基本盤？扁覺得李應元不理想,Non-offensive
2318,反觀蔡英文馬真的很有風度，反觀某黨推馬的氣度度量大，反觀讀稿機推有度量深綠馬粉以前天天笑死亡之塔綠班看到馬前總統被消遣在高冒犯之前他自己都當梗深綠馬粉氣噗噗塔綠斑不滿意這結果馬英九風度真的好,Non-offensive
2319,算了吧,Non-offensive
2320,他還要自己出不會理財,Non-offensive
2321,造假的文化一直民進黨一言堂當然不會吵架苦無證據,Non-offensive
2322,鬼島玩法不要侮辱科學沒有數據的科學騙神民最懂科學如果科學，為什麼人民什麼專家意見，一切合乎程序科臨床都沒做完叫科學喔有夠可悲的新北市當初投你真是恥辱…自介？自介？幹你娘,Non-offensive
2323,過了再說啦,Non-offensive
2324,上一洞在投票前！！注意注意,Non-offensive
2325,垃圾選垃圾乾脆去跟候選人講啊不能,Offensive
2326,看塔綠班氣台灣老二Mr.2,Offensive
2327,現在找不出問因為覺得穩惹,Non-offensive
2328,笑死這摳笨仁KMT還是熟悉的KMT,Non-offensive
2329,掐頭去尾想知道全台到底追加了多少所以啦，就說要投沈慧虹，死忠的只看綠媒，抹黑也不如果是真的，這個要推裝睡的人叫不醒,Non-offensive
2330,講英文的最高級國民黨遺毒,Non-offensive
2331,還真的蠢到讓陳時中有308000含稅這些不是每天改人設的酒空你跟我說8000房租含稅辭立委跟悲情牌有什麼關系房東太太我也要吃早餐和接恥度新下限我同意顏房東的話,Non-offensive
2332,但是放心裡,Non-offensive
2333,就跟你上訴拖時覺得守法低能的才低能吧這本質你老母啦,Non-offensive
2334,中有夠不要臉史上最無能不會退啦，小英男孩中國新早該退了,Non-offensive
2335,別被塔綠斑趕快關起來要查就所有立委議員一起查綠畜就是垃圾，看推文就知演到哪了一個月前不是就說藍白怎不站出來喊是歷史共十三姨了吧全台的議員立法委員請記得這些新聞要報多久？虹姐，我們做到了,Non-offensive
2336,不然怎麼綠蟑螂圍在一起吹噓,Offensive
2337,wow,Non-offensive
2338,酒駕黨不是啊，正常人不能酒駕吧民眾黨得1分！這才是台灣kolas花蓮自己在地的那個沒有中文名字的那位別原來是挾怨報復了挾怨仔,Non-offensive
2339,之前一直這些不都是第一次選的時候私德不佳被開除,Non-offensive
2340,care四君子也準也就是說把民進黨貪污走的大秘寶挖一挖應該有18很多嗎？12+16都郭董我大哥啦0-6歲才18億...這大秘寶挖一挖就吃飽了錢拿去打2場棒球了,Non-offensive
2341,完了,Non-offensive
2342,柯p真人才中共也想讓犯賤檳榔柯可以綠蛆狗屎蟑螂還來啊明明是優秀的人結果被一堆沈文程表示：長庚醫學系，輔仁大學醫學嘴他醫術要不要先看看某牙台東鄉親：哇靠，竟然有人相信柯文哲柯p加油柯P回去醫院後也不應該馬監控人民是好事?????他們只是想要罵柯文哲而已就一堆人想噴不需要理由一裝攝影機=監控人民？,Non-offensive
2343,臉帥就好塔綠看來吳怡農是真不懂扶龍王雙殺啦,Non-offensive
2344,我是勇既得利益者大概就是這樣吧寶傑天天都嚇到啊？側翼該出征了吧,Non-offensive
2345,民進黨跟呆灣價值蒸蚌這什麼平行世界的言論塔綠班就靠騙貪上位的，視有政府,Offensive
2346,都喊說要阿共基層已經嚐到權力的滋敵人變美軍,Non-offensive
2347,加油上面某些發言真的讓人翻白33,Non-offensive
2348,7414坦克該出動了吧現在換哪邊要來撐?我們懷念他我們懷念他們希望這些人一切平安，阿彌這些喊ㄉ4至支外國人ㄅ好喔,Non-offensive
2349,dpp綠能不低能，是政策低能核能會爆,Offensive
2350,有817會在西海簽下去啊！幹!一直講屁話給妳滿門抄斬的力量啦什麼,Non-offensive
2351,真可怕新竹真的棒超級感動真的一堆綠粉認為高會官司它們恐怕連到底怎樣才會被會很辛苦,Non-offensive
2352,都是這些賤笑著看戲，嘻嘻這次真的覺得怎麼有黨可以新竹查下去某黨很多人會潛感謝史上最高,Non-offensive
2353,他在耍帥樓下農婦已濕有點恐怖情人的感覺呢今表情之凶狠好像電影裡的好想被黑道小弟壓在神明桌農婦最愛+9味，這是策略還沒選上就態度這麼傲慢，敗象已漏他怎麼感覺一直很焦慮？真真的，連掰都懶，跟陳時中抱歉,Non-offensive
2354,穩坐第三蔡英文家族,Non-offensive
2355,學難怪對岸會搞你dpp,Non-offensive
2356,撿人才撿名聲撿選去問王世堅啊心臟真大顆,Non-offensive
2357,讚綠能你不能有台灣價值，不能類比，謝欸,Non-offensive
2358,窩沒有錯,Non-offensive
2359,跟非洲二戰戰死多，太平天國餓死屠城，殺老弱婦孺最厲害。現在南京人還是很討厭曾國文革非自然死亡人數,Non-offensive
2360,2020被騙過一次再也不只會作秀跟選舉即使在逆風中，仍然從不放單純噓這個國家那個總統一定出來投票下架民進黨愛民進党式民主,Non-offensive
2361,客套話要你留你還真最該滾的慰留個屁人不要臉天下無敵是不如預期還是一如預期,Non-offensive
2362,餅叔叔的牛排好吃嗎萬安在下一步很大的棋,Non-offensive
2363,會不會太早了綠白惡鬥結果就是這樣啊低能藍狗狗可以解釋一下人誒,Non-offensive
2364,開始班班喝台怎麼不霸氣了跪著也要把錢賺了,Non-offensive
2365,業績很差整天只會口號的抗中保台請正名抗中飽台，哪來的垃抗中保台已經變成塔綠班吃私下賺人民幣才可恥抗中保台？飛彈打過來不敢選民才知道什麼叫做民主我支持抗中保台,Non-offensive
2366,然後好可悲幫黑道在恐嚇人民還你們別收黑道背景y的政治妳還是乖乖當日本人妻吧現在是公開直接威脅就對了直接肯定民進黨黑道很多的我被性騷擾了繼續這樣到2024就對了跟館長說再吵就要開槍了吧恐嚇嗎？意思是民進黨黑道要開槍報黑道治國就是不一樣建議您菊花洗乾淨一點,Non-offensive
2367,"再戰2024要投朱我寧願投韓賴神爽死朱出來民進黨躺著選這篇不拜託推朱出來當炮灰讓柯可功德可以自行宣布當選惹我大膽推斷，2024綠必朱還出來啊？賴,朱,柯,朱想贏中國要朱立倫別出來鬧場了好嗎別鬧了，朱立輸，是還想再朱又要送頭了出來送頭",Non-offensive
2368,現中國人就中國人中共同路人+1，藍白紅黃也算分析的不錯，這才是檢早不說晚不說,Offensive
